CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
50006227,WOODLOT,MANHATTAN,756,9TH AVE,10019,2129742003,American,01/07/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,A,01/07/2016,06/18/2018,Cycle Inspection / Initial Inspection
50014038,MI MEXICO LINDO,BRONX,587,SOUTHERN BLVD,10455,3472717830,Mexican,08/12/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,31,,,06/18/2018,Cycle Inspection / Initial Inspection
50003152,GRINDHAUS,BROOKLYN,275,VAN BRUNT STREET,11231,7189092881,American,02/05/2016,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,6,,,06/18/2018,Cycle Inspection / Initial Inspection
50073722,SAM WON GARDEN,MANHATTAN,37,W 32ND ST,10001,2126953131,Korean,06/04/2018,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,27,Not Yet Graded,,06/18/2018,Cycle Inspection / Initial Inspection
41608874,DUNKIN' DONUTS,STATEN ISLAND,764,MANOR ROAD,10314,7183702615,American,09/02/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,B,09/02/2015,06/18/2018,Cycle Inspection / Re-inspection
50015846,LA RUANA PAISA,QUEENS,9203,37TH AVE,11372,7185078191,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",03/13/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,,,06/18/2018,Cycle Inspection / Initial Inspection
41567919,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,BROOKLYN,1293,FULTON STREET,11216,7186220555,Caribbean,07/11/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20,,,06/18/2018,Cycle Inspection / Initial Inspection
50045194,BURP BOWL CAFE,MANHATTAN,134,E 27TH ST,10016,6464921082,Asian,11/30/2017,Violations were cited in the following area(s).,04E,"Toxic chemical improperly labeled, stored or used such that food contamination may occur.",Critical,42,,,06/18/2018,Cycle Inspection / Initial Inspection
40395211,THE GRAY MARE,MANHATTAN,61,2 AVENUE,10003,2123880662,Irish,03/07/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,03/07/2018,06/18/2018,Cycle Inspection / Initial Inspection
41196869,LAYLA JONES,BROOKLYN,214,COURT STREET,11201,7186242361,Pizza,06/08/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,21,,,06/18/2018,Cycle Inspection / Initial Inspection
41682808,JOSIE'S BAR,MANHATTAN,520,EAST    6 STREET,10009,2122289532,American,10/29/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,10/29/2015,06/18/2018,Cycle Inspection / Initial Inspection
40379920,E.A.T. CAFE,MANHATTAN,1064,MADISON AVENUE,10028,2127720022,American,11/09/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,11/09/2016,06/18/2018,Cycle Inspection / Re-inspection
50039207,GOURMET SPRING RESTAURANT,QUEENS,3916,COLLEGE POINT BLVD,11354,7183212888,Chinese,02/10/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,13,,,06/18/2018,Cycle Inspection / Initial Inspection
50037770,OASIS RESTAURANT & BAR,BRONX,4653,WHITE PLAINS RD,10470,7187086800,Caribbean,08/03/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,14,B,08/03/2016,06/18/2018,Cycle Inspection / Re-inspection
41340437,ROMA BAR & GRILL,BROOKLYN,2001,STILLWELL AVENUE,11223,3478200792,Eastern European,08/15/2017,Violations were cited in the following area(s).,15F,,Not Applicable,,,,06/18/2018,Smoke-Free Air Act / Initial Inspection
50045240,HUNAN BISTRO,MANHATTAN,96,3RD AVE,10003,7186685271,Chinese,10/25/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,13,A,10/25/2017,06/18/2018,Cycle Inspection / Re-inspection
50065752,BAGELS N DELI,BROOKLYN,410,CHURCH AVE,11218,3474047122,American,02/08/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,02/08/2018,06/18/2018,Cycle Inspection / Re-inspection
41217606,MCDONALD'S,BRONX,372,EAST FORDHAM ROAD,10458,7189334279,Hamburgers,03/31/2016,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,13,A,03/31/2016,06/18/2018,Cycle Inspection / Initial Inspection
41688099,CALVIN KLEIN COURTSIDE KITCHEN,BROOKLYN,620,ATLANTIC AVENUE,11217,9176186317,American,01/25/2017,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,31,,,06/18/2018,Cycle Inspection / Initial Inspection
41350902,STARBUCKS/SALAD BAR & DESSERT/JUICE BAR,QUEENS,1111,131 STREET,11356,7189396300,American,03/15/2018,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,11,A,03/15/2018,06/18/2018,Cycle Inspection / Initial Inspection
40400185,CAFE BEYOND,MANHATTAN,620,6 AVENUE,10011,2126209752,American,09/26/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,09/26/2016,06/18/2018,Cycle Inspection / Re-inspection
50047783,CAPPONE'S SALUMERIA,MANHATTAN,1,NEW YORK PLZ,10004,9174751245,Sandwiches,04/05/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27,,,06/18/2018,Cycle Inspection / Initial Inspection
41153944,MEZCULEROS  MEXICAN RESTAURANT,STATEN ISLAND,20,BRADLEY AVE,10314,7184944547,Mexican,04/14/2016,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140?º F to 70?º F or less within 2 hours, and from 70?º F to 41?º F or less within 4 additional hours.",Critical,10,A,04/14/2016,06/18/2018,Cycle Inspection / Re-inspection
41502613,OAXACA TAQUERIA,BROOKLYN,250,4 AVENUE,11215,7182221122,Mexican,09/01/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,10,A,09/01/2015,06/18/2018,Cycle Inspection / Re-inspection
41387239,EL RINCON DE LA VIEJA BAKERY AND RESTAURANT,QUEENS,4186,BOWNE STREET,11355,3475423893,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",06/30/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140?º F.,Critical,27,B,06/30/2015,06/18/2018,Cycle Inspection / Re-inspection
41177613,YAMA,MANHATTAN,308,EAST   49 STREET,10017,2123553370,Japanese,04/30/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,27,Z,04/30/2018,06/18/2018,Cycle Inspection / Re-inspection
50033339,BITE OF HONG KONG,MANHATTAN,81,CHRYSTIE ST,10002,9176601103,Chinese,11/14/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,11,A,11/14/2016,06/18/2018,Cycle Inspection / Re-inspection
41630103,"DUNKIN' DONUTS, BASKIN ROBBINS",BROOKLYN,13,GRAHAM AVENUE,11206,7183886845,Caf?©/Coffee/Tea,11/25/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,11/25/2015,06/18/2018,Cycle Inspection / Initial Inspection
50014417,SHU HAN JU AUTHENTIC CHINESE CUISINE,MANHATTAN,465,6TH AVE,10011,2124288800,Chinese,12/07/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18,B,12/07/2015,06/18/2018,Cycle Inspection / Re-inspection
41210953,TAQUERIA TLAXCALLI,BRONX,2103,STARLING AVE,10462,3478513085,Mexican,11/21/2015,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,17,,,06/18/2018,Cycle Inspection / Initial Inspection
41290186,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,6366,108 STREET,11375,7182754575,Donuts,05/26/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,,,06/18/2018,Cycle Inspection / Initial Inspection
40482596,BROADHURST THEATER,MANHATTAN,235 WEST,44th Street,10036,2125867610,American,12/11/2014,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,38,,,06/18/2018,Cycle Inspection / Initial Inspection
41503575,YUMMY THAI,MANHATTAN,4959,BROADWAY,10034,9175290811,Thai,07/12/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,45,,,06/18/2018,Cycle Inspection / Initial Inspection
50032779,VAN LEEUWEN ARTISAN ICE CREAM,MANHATTAN,181,WAVERLY PL,10014,9174751448,Caf?©/Coffee/Tea,03/23/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,,,06/18/2018,Pre-permit (Operational) / Initial Inspection
50071731,MAY WAH FAST FOOD,QUEENS,13620,ROOSEVELT AVE,11354,7188889847,Chinese,11/21/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140?º F.,Critical,24,,,06/18/2018,Pre-permit (Operational) / Initial Inspection
50047330,ABI JAPANESE RESTAURANT,QUEENS,3271,31ST ST,11106,7186268882,Japanese,12/07/2017,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,11,A,12/07/2017,06/18/2018,Cycle Inspection / Initial Inspection
50067247,STARBUCKS COFFEE #49952,MANHATTAN,450,W 33RD ST,10001,2126159700,Caf?©/Coffee/Tea,10/12/2017,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,06/18/2018,Administrative Miscellaneous / Initial Inspection
41632521,PIZZA DADDY,BROOKLYN,6422,BAY PARKWAY,11204,7182597300,Italian,04/20/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140?º F.,Critical,13,A,04/20/2016,06/18/2018,Cycle Inspection / Re-inspection
